Gastos medios y distribución porcentual;Quintil de gasto;Códigos de gasto (2 dígitos);Periodo;Total
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;534,58
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;552
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;537,37
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;514,54
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2015;465,66
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2014;437,73
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2013;452,79
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2012;484,23
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2011;530,24
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2010;547,85
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2009;576,98
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2008;615,6
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2007;664,91
Gasto medio por persona;Total;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2006;659,75
Gasto medio por persona;Total;06 Sanidad;2023;499,87
Gasto medio por persona;Total;06 Sanidad;2022;497,24
Gasto medio por persona;Total;06 Sanidad;2021;484,88
Gasto medio por persona;Total;06 Sanidad;2020;402,23
Gasto medio por persona;Total;06 Sanidad;2019;420,97
Gasto medio por persona;Total;06 Sanidad;2018;406,27
Gasto medio por persona;Total;06 Sanidad;2017;393,87
Gasto medio por persona;Total;06 Sanidad;2016;387,79
Gasto medio por persona;Total;06 Sanidad;2015;388,53
Gasto medio por persona;Total;06 Sanidad;2014;379,93
Gasto medio por persona;Total;06 Sanidad;2013;343,33
Gasto medio por persona;Total;06 Sanidad;2012;350,21
Gasto medio por persona;Total;06 Sanidad;2011;345,81
Gasto medio por persona;Total;06 Sanidad;2010;356,62
Gasto medio por persona;Total;06 Sanidad;2009;361,63
Gasto medio por persona;Total;06 Sanidad;2008;377,92
Gasto medio por persona;Total;06 Sanidad;2007;349,38
Gasto medio por persona;Total;06 Sanidad;2006;322,07
Gasto medio por persona;Total;07 Transporte;2023;1.519,59
Gasto medio por persona;Total;07 Transporte;2022;1.536,07
Gasto medio por persona;Total;07 Transporte;2021;1.301,18
Gasto medio por persona;Total;07 Transporte;2020;1.101,66
Gasto medio por persona;Total;07 Transporte;2019;1.562,2
Gasto medio por persona;Total;07 Transporte;2018;1.525,02
Gasto medio por persona;Total;07 Transporte;2017;1.473,33
Gasto medio por persona;Total;07 Transporte;2016;1.309,19
Gasto medio por persona;Total;07 Transporte;2015;1.262,37
Gasto medio por persona;Total;07 Transporte;2014;1.284,17
Gasto medio por persona;Total;07 Transporte;2013;1.231,6
Gasto medio por persona;Total;07 Transporte;2012;1.296,94
Gasto medio por persona;Total;07 Transporte;2011;1.350,25
Gasto medio por persona;Total;07 Transporte;2010;1.390,06
Gasto medio por persona;Total;07 Transporte;2009;1.365,6
Gasto medio por persona;Total;07 Transporte;2008;1.625,91
Gasto medio por persona;Total;07 Transporte;2007;1.679,73
Gasto medio por persona;Total;07 Transporte;2006;1.642,23
Gasto medio por persona;Total;08 Comunicaciones;2023;360,45
Gasto medio por persona;Total;08 Comunicaciones;2022;374,31
Gasto medio por persona;Total;08 Comunicaciones;2021;377,29
Gasto medio por persona;Total;08 Comunicaciones;2020;377,61
Gasto medio por persona;Total;08 Comunicaciones;2019;380,15
Gasto medio por persona;Total;08 Comunicaciones;2018;387,88
Gasto medio por persona;Total;08 Comunicaciones;2017;373,47
Gasto medio por persona;Total;08 Comunicaciones;2016;353,87
Gasto medio por persona;Total;08 Comunicaciones;2015;316,58
Gasto medio por persona;Total;08 Comunicaciones;2014;315,66
Gasto medio por persona;Total;08 Comunicaciones;2013;324,91
Gasto medio por persona;Total;08 Comunicaciones;2012;336,38
Gasto medio por persona;Total;08 Comunicaciones;2011;349,33
Gasto medio por persona;Total;08 Comunicaciones;2010;351,79
Gasto medio por persona;Total;08 Comunicaciones;2009;359,14
Gasto medio por persona;Total;08 Comunicaciones;2008;362,38
Gasto medio por persona;Total;08 Comunicaciones;2007;343,84
Gasto medio por persona;Total;08 Comunicaciones;2006;317,05
Gasto medio por persona;Total;09 Ocio y cultura;2023;664,14
Gasto medio por persona;Total;09 Ocio y cultura;2022;621,19
Gasto medio por persona;Total;09 Ocio y cultura;2021;521,09
Gasto medio por persona;Total;09 Ocio y cultura;2020;452,44
Gasto medio por persona;Total;09 Ocio y cultura;2019;664,45
Gasto medio por persona;Total;09 Ocio y cultura;2018;661,14
Gasto medio por persona;Total;09 Ocio y cultura;2017;667,77
Gasto medio por persona;Total;09 Ocio y cultura;2016;639,34
Gasto medio por persona;Total;09 Ocio y cultura;2015;636,8
Gasto medio por persona;Total;09 Ocio y cultura;2014;609,96
Gasto medio por persona;Total;09 Ocio y cultura;2013;606,56
Gasto medio por persona;Total;09 Ocio y cultura;2012;652,33
Gasto medio por persona;Total;09 Ocio y cultura;2011;715,96
Gasto medio por persona;Total;09 Ocio y cultura;2010;743,79
Gasto medio por persona;Total;09 Ocio y cultura;2009;775,04
Gasto medio por persona;Total;09 Ocio y cultura;2008;816,49
Gasto medio por persona;Total;09 Ocio y cultura;2007;822,7
Gasto medio por persona;Total;09 Ocio y cultura;2006;765,68
Gasto medio por persona;Total;10 Enseñanza;2023;195,42
Gasto medio por persona;Total;10 Enseñanza;2022;189,29
Gasto medio por persona;Total;10 Enseñanza;2021;176,67
Gasto medio por persona;Total;10 Enseñanza;2020;175,72
Gasto medio por persona;Total;10 Enseñanza;2019;193,1
Gasto medio por persona;Total;10 Enseñanza;2018;185,35
Gasto medio por persona;Total;10 Enseñanza;2017;166,41
Gasto medio por persona;Total;10 Enseñanza;2016;160,08
Gasto medio por persona;Total;10 Enseñanza;2015;162,86
Gasto medio por persona;Total;10 Enseñanza;2014;157,53
Gasto medio por persona;Total;10 Enseñanza;2013;153,42
Gasto medio por persona;Total;10 Enseñanza;2012;141,12
Gasto medio por persona;Total;10 Enseñanza;2011;131,59
Gasto medio por persona;Total;10 Enseñanza;2010;129,47
Gasto medio por persona;Total;10 Enseñanza;2009;119,5
Gasto medio por persona;Total;10 Enseñanza;2008;122,49
Gasto medio por persona;Total;10 Enseñanza;2007;118,88
Gasto medio por persona;Total;10 Enseñanza;2006;113,26
Gasto medio por persona;Total;11 Restaurantes y hoteles;2023;1.331,72
Gasto medio por persona;Total;11 Restaurantes y hoteles;2022;1.195,57
Gasto medio por persona;Total;11 Restaurantes y hoteles;2021;921,69
Gasto medio por persona;Total;11 Restaurantes y hoteles;2020;704,13
Gasto medio por persona;Total;11 Restaurantes y hoteles;2019;1.183,03
Gasto medio por persona;Total;11 Restaurantes y hoteles;2018;1.185,97
Gasto medio por persona;Total;11 Restaurantes y hoteles;2017;1.206,35
Gasto medio por persona;Total;11 Restaurantes y hoteles;2016;1.115,38
Gasto medio por persona;Total;11 Restaurantes y hoteles;2015;1.038,1
Gasto medio por persona;Total;11 Restaurantes y hoteles;2014;948,3
Gasto medio por persona;Total;11 Restaurantes y hoteles;2013;907,53
Gasto medio por persona;Total;11 Restaurantes y hoteles;2012;978,56
Gasto medio por persona;Total;11 Restaurantes y hoteles;2011;1.044,99
Gasto medio por persona;Total;11 Restaurantes y hoteles;2010;1.050,42
Gasto medio por persona;Total;11 Restaurantes y hoteles;2009;1.100,19
Gasto medio por persona;Total;11 Restaurantes y hoteles;2008;1.170,68
Gasto medio por persona;Total;11 Restaurantes y hoteles;2007;1.222,07
Gasto medio por persona;Total;11 Restaurantes y hoteles;2006;1.123,52
Gasto medio por persona;Total;12 Otros bienes y servicios;2023;969,26
Gasto medio por persona;Total;12 Otros bienes y servicios;2022;956,97
Gasto medio por persona;Total;12 Otros bienes y servicios;2021;892,73
Gasto medio por persona;Total;12 Otros bienes y servicios;2020;847,24
Gasto medio por persona;Total;12 Otros bienes y servicios;2019;920,47
Gasto medio por persona;Total;12 Otros bienes y servicios;2018;924,61
Gasto medio por persona;Total;12 Otros bienes y servicios;2017;908,51
Gasto medio por persona;Total;12 Otros bienes y servicios;2016;888,5
Gasto medio por persona;Total;12 Otros bienes y servicios;2015;811,91
Gasto medio por persona;Total;12 Otros bienes y servicios;2014;811,31
Gasto medio por persona;Total;12 Otros bienes y servicios;2013;795,76
Gasto medio por persona;Total;12 Otros bienes y servicios;2012;828,42
Gasto medio por persona;Total;12 Otros bienes y servicios;2011;835,55
Gasto medio por persona;Total;12 Otros bienes y servicios;2010;838,97
Gasto medio por persona;Total;12 Otros bienes y servicios;2009;881,15
Gasto medio por persona;Total;12 Otros bienes y servicios;2008;892,69
Gasto medio por persona;Total;12 Otros bienes y servicios;2007;891,99
Gasto medio por persona;Total;12 Otros bienes y servicios;2006;864,34
Gasto medio por persona;Quintil 1;Índice general;2023;5.443,29
Gasto medio por persona;Quintil 1;Índice general;2022;5.478,39
Gasto medio por persona;Quintil 1;Índice general;2021;5.023,9
Gasto medio por persona;Quintil 1;Índice general;2020;4.629,76
Gasto medio por persona;Quintil 1;Índice general;2019;5.077,48
Gasto medio por persona;Quintil 1;Índice general;2018;5.088,53
Gasto medio por persona;Quintil 1;Índice general;2017;4.980,52
Gasto medio por persona;Quintil 1;Índice general;2016;4.841,69
Gasto medio por persona;Quintil 1;Índice general;2015;4.578,52
Gasto medio por persona;Quintil 1;Índice general;2014;4.490,47
Gasto medio por persona;Quintil 1;Índice general;2013;4.563,22
Gasto medio por persona;Quintil 1;Índice general;2012;4.760,4
Gasto medio por persona;Quintil 1;Índice general;2011;4.892,04
Gasto medio por persona;Quintil 1;Índice general;2010;4.901,89
Gasto medio por persona;Quintil 1;Índice general;2009;4.974,53
Gasto medio por persona;Quintil 1;Índice general;2008;5.278,99
Gasto medio por persona;Quintil 1;Índice general;2007;5.068,3
Gasto medio por persona;Quintil 1;Índice general;2006;4.612,75
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2023;1.142,83
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2022;1.121,31
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2021;1.037,44
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2020;1.023,31
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2019;1.028,58
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2018;1.034,1
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2017;1.011,22
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2016;1.001,26
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2015;974,3
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2014;936,59
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2013;950,44
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2012;998,05
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2011;1.020,86
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2010;1.042,65
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2009;1.074,97
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2008;1.151,41
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2007;1.116,73
Gasto medio por persona;Quintil 1;01 Alimentos y bebidas no alcohólicas;2006;1.004,75
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2023;77,3
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2022;83,05
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2021;82,04
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2020;89,2
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2019;113,03
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2018;112,51
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2017;123,68
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2016;128,68
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2015;117,29
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2014;118,38
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2013;115,95
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2012;135,3
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2011;158,66
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2010;155,56
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2009;149,72
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2008;143,81
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2007;132,51
Gasto medio por persona;Quintil 1;02 Bebidas alcohólicas y tabaco;2006;124,66
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2023;190,99
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2022;177,19
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2021;153,99
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2020;121,95
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2019;184,24
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2018;188,76
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2017;187,05
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2016;180,87
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2015;170,96
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2014;155,13
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2013;156,42
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2012;173,12
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2011;192,59
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2010;193,9
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2009;209,66
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2008;240,46
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2007;238,94
Gasto medio por persona;Quintil 1;03 Vestido y calzado;2006;235,06
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;2.313,03
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;2.335,89
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;2.191,39
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;2.039,09
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;2.053,37
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;2.035,89
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;1.971,76
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;1.941,62
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2015;1.878,65
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2014;1.895,79
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2013;1.916,92
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2012;1.940,91
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2011;1.926,48
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2010;1.897,06
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2009;1.879,38
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2008;1.918,64
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2007;1.862,39
Gasto medio por persona;Quintil 1;04 Vivienda, agua, electricidad, gas y otros combustibles;2006;1.698,07
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;170,19
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;163,5
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;158,02
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;145,17
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;165,03
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;160,65
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;159,44
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;146,91
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2015;126,96
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2014;122,02
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2013;118,37
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2012;133,99
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2011;147,62
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2010;149,98
Gasto medio por persona;Quintil 1;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2009;164,16
